record_id,question_id,decision,reason_codes,confidence,evidence_basis,status,batch_id,assigned_agent,screened_at
pubmed:32390696,HRS1_PERIOPERATIVE,deprioritize,off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:32393075,HRS1_PERIOPERATIVE,deprioritize,human_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:32478626,HRS1_PERIOPERATIVE,deprioritize,human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:32568817,HRS1_PERIOPERATIVE,deprioritize,exposure|animal_term_present|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:32691284,HRS1_PERIOPERATIVE,deprioritize,design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:32691285,HRS1_PERIOPERATIVE,deprioritize,exposure|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:32762264,HRS1_PERIOPERATIVE,deprioritize,exposure|outcome|animal_term_present|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:32781911,HRS1_PERIOPERATIVE,deprioritize,design_signal|animal_term_present|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:32888828,HRS1_PERIOPERATIVE,deprioritize,population|outcome|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:32935643,HRS1_PERIOPERATIVE,deprioritize,off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:32965816,HRS1_PERIOPERATIVE,deprioritize,human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:32965866,HRS1_PERIOPERATIVE,deprioritize,exposure|outcome|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:32990762,HRS1_PERIOPERATIVE,deprioritize,population|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33010179,HRS1_PERIOPERATIVE,deprioritize,human_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33021547,HRS1_PERIOPERATIVE,deprioritize,human_signal|design_signal|off_topic|insufficient_abstract,low,title_only,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33143445,HRS1_PERIOPERATIVE,deprioritize,outcome|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33143761,HRS1_PERIOPERATIVE,deprioritize,population|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33167730,HRS1_PERIOPERATIVE,deprioritize,outcome|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33239324,HRS1_PERIOPERATIVE,deprioritize,outcome|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33245709,HRS1_PERIOPERATIVE,deprioritize,outcome|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33247374,HRS1_PERIOPERATIVE,deprioritize,exposure|animal_term_present|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33250398,HRS1_PERIOPERATIVE,deprioritize,population|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33256427,HRS1_PERIOPERATIVE,deprioritize,outcome|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33267590,HRS1_PERIOPERATIVE,deprioritize,population|outcome|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33270879,HRS1_PERIOPERATIVE,deprioritize,human_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33277203,HRS1_PERIOPERATIVE,deprioritize,human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33306494,HRS1_PERIOPERATIVE,deprioritize,population|outcome|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33326351,HRS1_PERIOPERATIVE,deprioritize,human_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33342276,HRS1_PERIOPERATIVE,retain,population|exposure|outcome|human_signal|insufficient_abstract,low,title_only,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33349544,HRS1_PERIOPERATIVE,deprioritize,population|outcome|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33356609,HRS1_PERIOPERATIVE,deprioritize,exposure|outcome|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33371722,HRS1_PERIOPERATIVE,deprioritize,population|human_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33420580,HRS1_PERIOPERATIVE,deprioritize,outcome|animal_term_present|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33432829,HRS1_PERIOPERATIVE,deprioritize,exposure|outcome|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33433071,HRS1_PERIOPERATIVE,deprioritize,population|outcome|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33434654,HRS1_PERIOPERATIVE,deprioritize,exposure|outcome|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33450748,HRS1_PERIOPERATIVE,deprioritize,outcome|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33468367,HRS1_PERIOPERATIVE,deprioritize,exposure|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33538844,HRS1_PERIOPERATIVE,deprioritize,outcome|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33544063,HRS1_PERIOPERATIVE,deprioritize,design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33547191,HRS1_PERIOPERATIVE,deprioritize,off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33560105,HRS1_PERIOPERATIVE,deprioritize,population|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33560170,HRS1_PERIOPERATIVE,deprioritize,population|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33583767,HRS1_PERIOPERATIVE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33638273,HRS1_PERIOPERATIVE,deprioritize,outcome|animal_term_present|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33661471,HRS1_PERIOPERATIVE,deprioritize,outcome|animal_term_present|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33666686,HRS1_PERIOPERATIVE,deprioritize,outcome|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33709661,HRS1_PERIOPERATIVE,deprioritize,human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33711820,HRS1_PERIOPERATIVE,deprioritize,exposure|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33712995,HRS1_PERIOPERATIVE,deprioritize,exposure|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33719687,HRS1_PERIOPERATIVE,deprioritize,outcome|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33725178,HRS1_PERIOPERATIVE,deprioritize,population|exposure|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33731363,HRS1_PERIOPERATIVE,deprioritize,design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33735517,HRS1_PERIOPERATIVE,deprioritize,outcome|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33757398,HRS1_PERIOPERATIVE,deprioritize,exposure|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33783312,HRS1_PERIOPERATIVE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33792511,HRS1_PERIOPERATIVE,deprioritize,outcome|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33834515,HRS1_PERIOPERATIVE,deprioritize,off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33853457,HRS1_PERIOPERATIVE,deprioritize,exposure|outcome|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33856381,HRS1_PERIOPERATIVE,deprioritize,population|exposure|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33861386,HRS1_PERIOPERATIVE,deprioritize,exposure|animal_term_present|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33902987,HRS1_PERIOPERATIVE,deprioritize,human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33950780,HRS1_PERIOPERATIVE,deprioritize,outcome|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33962817,HRS1_PERIOPERATIVE,deprioritize,human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33964104,HRS1_PERIOPERATIVE,deprioritize,exposure|outcome|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33970698,HRS1_PERIOPERATIVE,deprioritize,exposure|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33977797,HRS1_PERIOPERATIVE,deprioritize,population|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33988470,HRS1_PERIOPERATIVE,deprioritize,outcome|design_signal|animal_term_present|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:33998353,HRS1_PERIOPERATIVE,deprioritize,exposure|animal_term_present|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34010402,HRS1_PERIOPERATIVE,deprioritize,exposure|outcome|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34032906,HRS1_PERIOPERATIVE,deprioritize,human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34034598,HRS1_PERIOPERATIVE,deprioritize,outcome|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34043109,HRS1_PERIOPERATIVE,deprioritize,exposure|outcome|animal_term_present|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34044458,HRS1_PERIOPERATIVE,deprioritize,exposure|animal_term_present|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34047646,HRS1_PERIOPERATIVE,deprioritize,design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34059194,HRS1_PERIOPERATIVE,deprioritize,population|outcome|human_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34060412,HRS1_PERIOPERATIVE,deprioritize,exposure|animal_term_present|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34061321,HRS1_PERIOPERATIVE,deprioritize,population|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34074896,HRS1_PERIOPERATIVE,deprioritize,off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34092191,HRS1_PERIOPERATIVE,deprioritize,exposure|outcome|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34096829,HRS1_PERIOPERATIVE,deprioritize,exposure|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34097649,HRS1_PERIOPERATIVE,deprioritize,population|human_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34099425,HRS1_PERIOPERATIVE,deprioritize,outcome|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34100344,HRS1_PERIOPERATIVE,deprioritize,exposure|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34102902,HRS1_PERIOPERATIVE,deprioritize,human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34105921,HRS1_PERIOPERATIVE,deprioritize,design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34117529,HRS1_PERIOPERATIVE,deprioritize,exposure|off_topic|insufficient_abstract,low,title_only,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34128302,HRS1_PERIOPERATIVE,deprioritize,outcome|animal_term_present|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34130300,HRS1_PERIOPERATIVE,deprioritize,exposure|outcome|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34134947,HRS1_PERIOPERATIVE,deprioritize,population|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34152620,HRS1_PERIOPERATIVE,deprioritize,off_topic|insufficient_abstract,low,title_only,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34158133,HRS1_PERIOPERATIVE,deprioritize,exposure|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34161952,HRS1_PERIOPERATIVE,deprioritize,exposure|outcome|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34162225,HRS1_PERIOPERATIVE,deprioritize,exposure|outcome|animal_term_present|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34165625,HRS1_PERIOPERATIVE,deprioritize,exposure|outcome|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34173254,HRS1_PERIOPERATIVE,deprioritize,exposure|animal_term_present|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34176651,HRS1_PERIOPERATIVE,retain,population|exposure|outcome|design_signal,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34212488,HRS1_PERIOPERATIVE,deprioritize,population|exposure|off_topic|insufficient_abstract,low,title_only,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34213820,HRS1_PERIOPERATIVE,deprioritize,off_topic|insufficient_abstract,low,title_only,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34213957,HRS1_PERIOPERATIVE,deprioritize,exposure|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34229590,HRS1_PERIOPERATIVE,deprioritize,exposure|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34233016,HRS1_PERIOPERATIVE,deprioritize,exposure|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34242131,HRS1_PERIOPERATIVE,deprioritize,exposure|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34253875,HRS1_PERIOPERATIVE,deprioritize,outcome|animal_term_present|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34259940,HRS1_PERIOPERATIVE,deprioritize,exposure|animal_term_present|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34266721,HRS1_PERIOPERATIVE,deprioritize,human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34283363,HRS1_PERIOPERATIVE,deprioritize,outcome|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34284645,HRS1_PERIOPERATIVE,deprioritize,outcome|animal_term_present|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34291553,HRS1_PERIOPERATIVE,deprioritize,population|exposure|off_topic|insufficient_abstract,low,title_only,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34293999,HRS1_PERIOPERATIVE,deprioritize,design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34294572,HRS1_PERIOPERATIVE,deprioritize,off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34302218,HRS1_PERIOPERATIVE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34308735,HRS1_PERIOPERATIVE,deprioritize,exposure|outcome|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34309341,HRS1_PERIOPERATIVE,deprioritize,outcome|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34309681,HRS1_PERIOPERATIVE,deprioritize,animal_term_present|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34309701,HRS1_PERIOPERATIVE,deprioritize,animal_term_present|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34312086,HRS1_PERIOPERATIVE,deprioritize,population|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34312869,HRS1_PERIOPERATIVE,deprioritize,off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34315242,HRS1_PERIOPERATIVE,deprioritize,outcome|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34315297,HRS1_PERIOPERATIVE,deprioritize,population|exposure|human_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34315686,HRS1_PERIOPERATIVE,deprioritize,human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34331346,HRS1_PERIOPERATIVE,deprioritize,exposure|outcome|human_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34334219,HRS1_PERIOPERATIVE,deprioritize,design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34337820,HRS1_PERIOPERATIVE,deprioritize,outcome|animal_term_present|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34338607,HRS1_PERIOPERATIVE,deprioritize,human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34338624,HRS1_PERIOPERATIVE,deprioritize,exposure|human_signal|design_signal|off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34346337,HRS1_PERIOPERATIVE,deprioritize,off_topic,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34353994,HRS1_PERIOPERATIVE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
pubmed:34370392,HRS1_PERIOPERATIVE,retain,population|exposure|human_signal,medium,abstract,ok,v40-agent-0001,/root/terms_hrs1,2026-07-28T04:32:11+00:00
