batch_id,batch_sequence,record_id,question_id,queue_id,proxy_disagreement,proxy_priority_band,decision_authority,status
PUBMED-SCREEN-001,31,REC-PUBMED-10959766,A1,SCR-A1-10959766,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,32,REC-PUBMED-10963462,A1,SCR-A1-10963462,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,33,REC-PUBMED-10973682,A1,SCR-A1-10973682,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,34,REC-PUBMED-10993569,A1,SCR-A1-10993569,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,35,REC-PUBMED-11130219,A1,SCR-A1-11130219,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,36,REC-PUBMED-11154112,A1,SCR-A1-11154112,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,37,REC-PUBMED-11171957,A1,SCR-A1-11171957,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,38,REC-PUBMED-11194535,A1,SCR-A1-11194535,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,39,REC-PUBMED-11247582,A1,SCR-A1-11247582,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,40,REC-PUBMED-1125189,A1,SCR-A1-1125189,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,41,REC-PUBMED-1126944,A1,SCR-A1-1126944,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,42,REC-PUBMED-1129252,A1,SCR-A1-1129252,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,43,REC-PUBMED-11341364,A1,SCR-A1-11341364,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,44,REC-PUBMED-11374034,A1,SCR-A1-11374034,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,45,REC-PUBMED-11378658,A1,SCR-A1-11378658,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,46,REC-PUBMED-11410932,A1,SCR-A1-11410932,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,47,REC-PUBMED-1141226,A1,SCR-A1-1141226,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,48,REC-PUBMED-1142015,A1,SCR-A1-1142015,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,49,REC-PUBMED-11503010,A1,SCR-A1-11503010,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,50,REC-PUBMED-11522034,A1,SCR-A1-11522034,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,51,REC-PUBMED-11564701,A1,SCR-A1-11564701,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,52,REC-PUBMED-11580082,A1,SCR-A1-11580082,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,53,REC-PUBMED-11641264,A1,SCR-A1-11641264,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,54,REC-PUBMED-11694617,A1,SCR-A1-11694617,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,55,REC-PUBMED-11724771,A1,SCR-A1-11724771,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,56,REC-PUBMED-11763808,A1,SCR-A1-11763808,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,57,REC-PUBMED-11776312,A1,SCR-A1-11776312,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,58,REC-PUBMED-11808978,A1,SCR-A1-11808978,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,59,REC-PUBMED-11813613,A1,SCR-A1-11813613,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,60,REC-PUBMED-11828999,A1,SCR-A1-11828999,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,61,REC-PUBMED-11831865,A1,SCR-A1-11831865,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,62,REC-PUBMED-11862237,A1,SCR-A1-11862237,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,63,REC-PUBMED-1187683,A1,SCR-A1-1187683,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,64,REC-PUBMED-11885026,A1,SCR-A1-11885026,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,65,REC-PUBMED-1189983,A1,SCR-A1-1189983,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,66,REC-PUBMED-1204832,A1,SCR-A1-1204832,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,67,REC-PUBMED-12105395,A1,SCR-A1-12105395,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,68,REC-PUBMED-12152670,A1,SCR-A1-12152670,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,69,REC-PUBMED-12162160,A1,SCR-A1-12162160,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,70,REC-PUBMED-12186539,A1,SCR-A1-12186539,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,71,REC-PUBMED-12243598,A1,SCR-A1-12243598,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,72,REC-PUBMED-1239095,A1,SCR-A1-1239095,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,73,REC-PUBMED-1245477,A1,SCR-A1-1245477,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,74,REC-PUBMED-12511122,A1,SCR-A1-12511122,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,75,REC-PUBMED-12559675,A1,SCR-A1-12559675,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,76,REC-PUBMED-12604423,A1,SCR-A1-12604423,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,77,REC-PUBMED-12617985,A1,SCR-A1-12617985,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,78,REC-PUBMED-12667042,A1,SCR-A1-12667042,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,79,REC-PUBMED-12667043,A1,SCR-A1-12667043,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,80,REC-PUBMED-12674126,A1,SCR-A1-12674126,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,81,REC-PUBMED-1267852,A1,SCR-A1-1267852,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,82,REC-PUBMED-12694083,A1,SCR-A1-12694083,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,83,REC-PUBMED-12757117,A1,SCR-A1-12757117,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,84,REC-PUBMED-12772783,A1,SCR-A1-12772783,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,85,REC-PUBMED-12823746,A1,SCR-A1-12823746,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,86,REC-PUBMED-12830268,A1,SCR-A1-12830268,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,87,REC-PUBMED-12832152,A1,SCR-A1-12832152,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,88,REC-PUBMED-12843286,A1,SCR-A1-12843286,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,89,REC-PUBMED-12871915,A1,SCR-A1-12871915,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,90,REC-PUBMED-12877620,A1,SCR-A1-12877620,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,91,REC-PUBMED-12916772,A1,SCR-A1-12916772,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,92,REC-PUBMED-12928110,A1,SCR-A1-12928110,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,93,REC-PUBMED-12975470,A1,SCR-A1-12975470,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,94,REC-PUBMED-1299627,A1,SCR-A1-1299627,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,95,REC-PUBMED-13048309,A1,SCR-A1-13048309,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,96,REC-PUBMED-13066148,A1,SCR-A1-13066148,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,97,REC-PUBMED-13105996,A1,SCR-A1-13105996,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,98,REC-PUBMED-13224522,A1,SCR-A1-13224522,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,99,REC-PUBMED-1325077,A1,SCR-A1-1325077,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,100,REC-PUBMED-1364006,A1,SCR-A1-1364006,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,101,REC-PUBMED-13741365,A1,SCR-A1-13741365,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,102,REC-PUBMED-13775099,A1,SCR-A1-13775099,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,103,REC-PUBMED-1382600,A1,SCR-A1-1382600,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,104,REC-PUBMED-1412066,A1,SCR-A1-1412066,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,105,REC-PUBMED-1415311,A1,SCR-A1-1415311,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,106,REC-PUBMED-14385406,A1,SCR-A1-14385406,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,107,REC-PUBMED-14576030,A1,SCR-A1-14576030,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,108,REC-PUBMED-14586384,A1,SCR-A1-14586384,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,109,REC-PUBMED-14586758,A1,SCR-A1-14586758,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,110,REC-PUBMED-14644085,A1,SCR-A1-14644085,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,111,REC-PUBMED-14647095,A1,SCR-A1-14647095,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,112,REC-PUBMED-14654717,A1,SCR-A1-14654717,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,113,REC-PUBMED-1471923,A1,SCR-A1-1471923,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,114,REC-PUBMED-1473874,A1,SCR-A1-1473874,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,115,REC-PUBMED-1476496,A1,SCR-A1-1476496,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,116,REC-PUBMED-14765194,A1,SCR-A1-14765194,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,117,REC-PUBMED-14765195,A1,SCR-A1-14765195,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,118,REC-PUBMED-14783910,A1,SCR-A1-14783910,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,119,REC-PUBMED-14870402,A1,SCR-A1-14870402,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,120,REC-PUBMED-14996017,A1,SCR-A1-14996017,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,121,REC-PUBMED-14996027,A1,SCR-A1-14996027,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,122,REC-PUBMED-15017321,A1,SCR-A1-15017321,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,123,REC-PUBMED-15061605,A1,SCR-A1-15061605,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,124,REC-PUBMED-15075329,A1,SCR-A1-15075329,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,125,REC-PUBMED-15148502,A1,SCR-A1-15148502,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,126,REC-PUBMED-15184064,A1,SCR-A1-15184064,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,127,REC-PUBMED-15199298,A1,SCR-A1-15199298,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,128,REC-PUBMED-15199454,A1,SCR-A1-15199454,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,129,REC-PUBMED-15199455,A1,SCR-A1-15199455,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,130,REC-PUBMED-15208912,A1,SCR-A1-15208912,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,131,REC-PUBMED-15229714,A1,SCR-A1-15229714,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,132,REC-PUBMED-15242675,A1,SCR-A1-15242675,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,133,REC-PUBMED-15298777,A1,SCR-A1-15298777,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,134,REC-PUBMED-1530637,A1,SCR-A1-1530637,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,135,REC-PUBMED-1531628,A1,SCR-A1-1531628,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,136,REC-PUBMED-15337236,A1,SCR-A1-15337236,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,137,REC-PUBMED-15375711,A1,SCR-A1-15375711,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,138,REC-PUBMED-15381495,A1,SCR-A1-15381495,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,139,REC-PUBMED-1541877,A1,SCR-A1-1541877,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,140,REC-PUBMED-1545379,A1,SCR-A1-1545379,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,141,REC-PUBMED-15456496,A1,SCR-A1-15456496,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,142,REC-PUBMED-15460182,A1,SCR-A1-15460182,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,143,REC-PUBMED-15467892,A1,SCR-A1-15467892,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,144,REC-PUBMED-15467911,A1,SCR-A1-15467911,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,145,REC-PUBMED-1549960,A1,SCR-A1-1549960,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,146,REC-PUBMED-15526072,A1,SCR-A1-15526072,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,147,REC-PUBMED-1558739,A1,SCR-A1-1558739,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,148,REC-PUBMED-15590403,A1,SCR-A1-15590403,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,149,REC-PUBMED-15613016,A1,SCR-A1-15613016,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,150,REC-PUBMED-15619028,A1,SCR-A1-15619028,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,151,REC-PUBMED-15637326,A1,SCR-A1-15637326,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,152,REC-PUBMED-15640149,A1,SCR-A1-15640149,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,153,REC-PUBMED-15647404,A1,SCR-A1-15647404,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,154,REC-PUBMED-15695604,A1,SCR-A1-15695604,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,155,REC-PUBMED-15751048,A1,SCR-A1-15751048,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,156,REC-PUBMED-15838266,A1,SCR-A1-15838266,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,157,REC-PUBMED-15861030,A1,SCR-A1-15861030,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,158,REC-PUBMED-15879509,A1,SCR-A1-15879509,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,159,REC-PUBMED-15897630,A1,SCR-A1-15897630,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,160,REC-PUBMED-15900282,A1,SCR-A1-15900282,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,161,REC-PUBMED-15930419,A1,SCR-A1-15930419,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,162,REC-PUBMED-15952022,A1,SCR-A1-15952022,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,163,REC-PUBMED-15978113,A1,SCR-A1-15978113,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,164,REC-PUBMED-15989549,A1,SCR-A1-15989549,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,165,REC-PUBMED-1599403,A1,SCR-A1-1599403,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,166,REC-PUBMED-16011462,A1,SCR-A1-16011462,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,167,REC-PUBMED-16098445,A1,SCR-A1-16098445,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,168,REC-PUBMED-16102054,A1,SCR-A1-16102054,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,169,REC-PUBMED-16123909,A1,SCR-A1-16123909,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,170,REC-PUBMED-16133686,A1,SCR-A1-16133686,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,171,REC-PUBMED-16133893,A1,SCR-A1-16133893,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,172,REC-PUBMED-16133897,A1,SCR-A1-16133897,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,173,REC-PUBMED-16134069,A1,SCR-A1-16134069,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,174,REC-PUBMED-16136376,A1,SCR-A1-16136376,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,175,REC-PUBMED-16141794,A1,SCR-A1-16141794,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,176,REC-PUBMED-16144999,A1,SCR-A1-16144999,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,177,REC-PUBMED-16169351,A1,SCR-A1-16169351,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,178,REC-PUBMED-16170892,A1,SCR-A1-16170892,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,179,REC-PUBMED-16193855,A1,SCR-A1-16193855,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,180,REC-PUBMED-16236081,A1,SCR-A1-16236081,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,181,REC-PUBMED-16237546,A1,SCR-A1-16237546,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,182,REC-PUBMED-16270630,A1,SCR-A1-16270630,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,183,REC-PUBMED-16291717,A1,SCR-A1-16291717,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,184,REC-PUBMED-16305518,A1,SCR-A1-16305518,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,185,REC-PUBMED-16310838,A1,SCR-A1-16310838,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,186,REC-PUBMED-16322270,A1,SCR-A1-16322270,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,187,REC-PUBMED-16359,A1,SCR-A1-16359,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,188,REC-PUBMED-16359517,A1,SCR-A1-16359517,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,189,REC-PUBMED-16420546,A1,SCR-A1-16420546,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,190,REC-PUBMED-16421894,A1,SCR-A1-16421894,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,191,REC-PUBMED-16432096,A1,SCR-A1-16432096,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,192,REC-PUBMED-16493479,A1,SCR-A1-16493479,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,193,REC-PUBMED-16513444,A1,SCR-A1-16513444,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,194,REC-PUBMED-16549638,A1,SCR-A1-16549638,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,195,REC-PUBMED-16569820,A1,SCR-A1-16569820,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,196,REC-PUBMED-16604744,A1,SCR-A1-16604744,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,197,REC-PUBMED-16611310,A1,SCR-A1-16611310,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,198,REC-PUBMED-16639344,A1,SCR-A1-16639344,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,199,REC-PUBMED-1666807,A1,SCR-A1-1666807,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,200,REC-PUBMED-16676068,A1,SCR-A1-16676068,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,201,REC-PUBMED-16684999,A1,SCR-A1-16684999,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,202,REC-PUBMED-16729670,A1,SCR-A1-16729670,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,203,REC-PUBMED-16732368,A1,SCR-A1-16732368,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,204,REC-PUBMED-16732373,A1,SCR-A1-16732373,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,205,REC-PUBMED-1673414,A1,SCR-A1-1673414,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,206,REC-PUBMED-16758259,A1,SCR-A1-16758259,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,207,REC-PUBMED-16778722,A1,SCR-A1-16778722,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,208,REC-PUBMED-16788098,A1,SCR-A1-16788098,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,209,REC-PUBMED-16798001,A1,SCR-A1-16798001,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,210,REC-PUBMED-16827235,A1,SCR-A1-16827235,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,211,REC-PUBMED-16839366,A1,SCR-A1-16839366,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,212,REC-PUBMED-16863463,A1,SCR-A1-16863463,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,213,REC-PUBMED-16878443,A1,SCR-A1-16878443,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,214,REC-PUBMED-16888441,A1,SCR-A1-16888441,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,215,REC-PUBMED-16950677,A1,SCR-A1-16950677,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,216,REC-PUBMED-1700667,A1,SCR-A1-1700667,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,217,REC-PUBMED-17009238,A1,SCR-A1-17009238,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,218,REC-PUBMED-1705934,A1,SCR-A1-1705934,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,219,REC-PUBMED-17063518,A1,SCR-A1-17063518,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,220,REC-PUBMED-17070618,A1,SCR-A1-17070618,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,221,REC-PUBMED-17111780,A1,SCR-A1-17111780,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,222,REC-PUBMED-17124179,A1,SCR-A1-17124179,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,223,REC-PUBMED-17127099,A1,SCR-A1-17127099,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,224,REC-PUBMED-17138823,A1,SCR-A1-17138823,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,225,REC-PUBMED-17145050,A1,SCR-A1-17145050,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,226,REC-PUBMED-17145139,A1,SCR-A1-17145139,True,high,none,awaiting_external_human_screening
PUBMED-SCREEN-001,227,REC-PUBMED-17147236,A1,SCR-A1-17147236,True,high,none,awaiting_external_human_screening
