retrieval_id,record_id,question_id,search_run_id,database,provider_id,status
RET-A1-CTGOV-NCT02227550,REC-CTGOV-NCT02227550,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT02227550,design_pilot_not_final_search
RET-A1-CTGOV-NCT01250535,REC-CTGOV-NCT01250535,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT01250535,design_pilot_not_final_search
RET-A1-CTGOV-NCT01042067,REC-CTGOV-NCT01042067,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT01042067,design_pilot_not_final_search
RET-A1-CTGOV-NCT03254147,REC-CTGOV-NCT03254147,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT03254147,design_pilot_not_final_search
RET-A1-CTGOV-NCT02522221,REC-CTGOV-NCT02522221,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT02522221,design_pilot_not_final_search
RET-A1-CTGOV-NCT05205863,REC-CTGOV-NCT05205863,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT05205863,design_pilot_not_final_search
RET-A1-CTGOV-NCT02464969,REC-CTGOV-NCT02464969,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT02464969,design_pilot_not_final_search
RET-A1-CTGOV-NCT03799822,REC-CTGOV-NCT03799822,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT03799822,design_pilot_not_final_search
RET-A1-CTGOV-NCT01034124,REC-CTGOV-NCT01034124,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT01034124,design_pilot_not_final_search
RET-A1-CTGOV-NCT07639892,REC-CTGOV-NCT07639892,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT07639892,design_pilot_not_final_search
RET-A1-CTGOV-NCT04437303,REC-CTGOV-NCT04437303,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT04437303,design_pilot_not_final_search
RET-A1-CTGOV-NCT01348074,REC-CTGOV-NCT01348074,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT01348074,design_pilot_not_final_search
RET-A1-CTGOV-NCT04258488,REC-CTGOV-NCT04258488,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT04258488,design_pilot_not_final_search
RET-A1-CTGOV-NCT02072434,REC-CTGOV-NCT02072434,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT02072434,design_pilot_not_final_search
RET-A1-CTGOV-NCT06692504,REC-CTGOV-NCT06692504,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT06692504,design_pilot_not_final_search
RET-A1-CTGOV-NCT00928915,REC-CTGOV-NCT00928915,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT00928915,design_pilot_not_final_search
RET-A1-CTGOV-NCT00794755,REC-CTGOV-NCT00794755,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT00794755,design_pilot_not_final_search
RET-A1-CTGOV-NCT07330869,REC-CTGOV-NCT07330869,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT07330869,design_pilot_not_final_search
RET-A1-CTGOV-NCT05006287,REC-CTGOV-NCT05006287,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT05006287,design_pilot_not_final_search
RET-A1-CTGOV-NCT04195113,REC-CTGOV-NCT04195113,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT04195113,design_pilot_not_final_search
RET-A1-CTGOV-NCT03232398,REC-CTGOV-NCT03232398,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT03232398,design_pilot_not_final_search
RET-A1-CTGOV-NCT06648837,REC-CTGOV-NCT06648837,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT06648837,design_pilot_not_final_search
RET-A1-CTGOV-NCT07515664,REC-CTGOV-NCT07515664,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT07515664,design_pilot_not_final_search
RET-A1-CTGOV-NCT02740712,REC-CTGOV-NCT02740712,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT02740712,design_pilot_not_final_search
RET-A1-CTGOV-NCT02618577,REC-CTGOV-NCT02618577,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT02618577,design_pilot_not_final_search
RET-A1-CTGOV-NCT00070655,REC-CTGOV-NCT00070655,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT00070655,design_pilot_not_final_search
RET-A1-CTGOV-NCT01474460,REC-CTGOV-NCT01474460,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT01474460,design_pilot_not_final_search
RET-A1-CTGOV-NCT06138184,REC-CTGOV-NCT06138184,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT06138184,design_pilot_not_final_search
RET-A1-CTGOV-NCT02591732,REC-CTGOV-NCT02591732,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT02591732,design_pilot_not_final_search
RET-A1-CTGOV-NCT04618913,REC-CTGOV-NCT04618913,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT04618913,design_pilot_not_final_search
RET-A1-CTGOV-NCT05038228,REC-CTGOV-NCT05038228,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT05038228,design_pilot_not_final_search
RET-A1-CTGOV-NCT00868712,REC-CTGOV-NCT00868712,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT00868712,design_pilot_not_final_search
RET-A1-CTGOV-NCT03374540,REC-CTGOV-NCT03374540,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT03374540,design_pilot_not_final_search
RET-A1-CTGOV-NCT06429787,REC-CTGOV-NCT06429787,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT06429787,design_pilot_not_final_search
RET-A1-CTGOV-NCT04062097,REC-CTGOV-NCT04062097,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT04062097,design_pilot_not_final_search
RET-A1-CTGOV-NCT07616414,REC-CTGOV-NCT07616414,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT07616414,design_pilot_not_final_search
RET-A1-CTGOV-NCT02981472,REC-CTGOV-NCT02981472,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT02981472,design_pilot_not_final_search
RET-A1-CTGOV-NCT03485300,REC-CTGOV-NCT03485300,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT03485300,design_pilot_not_final_search
RET-A1-CTGOV-NCT06615596,REC-CTGOV-NCT06615596,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT06615596,design_pilot_not_final_search
RET-A1-CTGOV-NCT02488421,REC-CTGOV-NCT02488421,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT02488421,design_pilot_not_final_search
RET-A1-CTGOV-NCT06141538,REC-CTGOV-NCT06141538,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT06141538,design_pilot_not_final_search
RET-A1-CTGOV-NCT00143715,REC-CTGOV-NCT00143715,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT00143715,design_pilot_not_final_search
RET-A1-CTGOV-NCT02303795,REC-CTGOV-NCT02303795,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT02303795,design_pilot_not_final_search
RET-A1-CTGOV-NCT04364516,REC-CTGOV-NCT04364516,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT04364516,design_pilot_not_final_search
RET-A1-CTGOV-NCT01130025,REC-CTGOV-NCT01130025,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT01130025,design_pilot_not_final_search
RET-A1-CTGOV-NCT02273609,REC-CTGOV-NCT02273609,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT02273609,design_pilot_not_final_search
RET-A1-CTGOV-NCT02161965,REC-CTGOV-NCT02161965,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT02161965,design_pilot_not_final_search
RET-A1-CTGOV-NCT00954395,REC-CTGOV-NCT00954395,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT00954395,design_pilot_not_final_search
RET-A1-CTGOV-NCT03673605,REC-CTGOV-NCT03673605,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT03673605,design_pilot_not_final_search
RET-A1-CTGOV-NCT07431762,REC-CTGOV-NCT07431762,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT07431762,design_pilot_not_final_search
RET-A1-CTGOV-NCT03702582,REC-CTGOV-NCT03702582,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT03702582,design_pilot_not_final_search
RET-A1-CTGOV-NCT05646394,REC-CTGOV-NCT05646394,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT05646394,design_pilot_not_final_search
RET-A1-CTGOV-NCT05825573,REC-CTGOV-NCT05825573,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT05825573,design_pilot_not_final_search
RET-A1-CTGOV-NCT00788736,REC-CTGOV-NCT00788736,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT00788736,design_pilot_not_final_search
RET-A1-CTGOV-NCT02886962,REC-CTGOV-NCT02886962,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT02886962,design_pilot_not_final_search
RET-A1-CTGOV-NCT01517399,REC-CTGOV-NCT01517399,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT01517399,design_pilot_not_final_search
RET-A1-CTGOV-NCT04614090,REC-CTGOV-NCT04614090,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT04614090,design_pilot_not_final_search
RET-A1-CTGOV-NCT06606275,REC-CTGOV-NCT06606275,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT06606275,design_pilot_not_final_search
RET-A1-CTGOV-NCT01809015,REC-CTGOV-NCT01809015,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT01809015,design_pilot_not_final_search
RET-A1-CTGOV-NCT03064035,REC-CTGOV-NCT03064035,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT03064035,design_pilot_not_final_search
RET-A1-CTGOV-NCT02429453,REC-CTGOV-NCT02429453,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT02429453,design_pilot_not_final_search
RET-A1-CTGOV-NCT01619007,REC-CTGOV-NCT01619007,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT01619007,design_pilot_not_final_search
RET-A1-CTGOV-NCT02066662,REC-CTGOV-NCT02066662,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT02066662,design_pilot_not_final_search
RET-A1-CTGOV-NCT04249401,REC-CTGOV-NCT04249401,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT04249401,design_pilot_not_final_search
RET-A1-CTGOV-NCT02100228,REC-CTGOV-NCT02100228,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT02100228,design_pilot_not_final_search
RET-A1-CTGOV-NCT00266045,REC-CTGOV-NCT00266045,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT00266045,design_pilot_not_final_search
RET-A1-CTGOV-NCT06402851,REC-CTGOV-NCT06402851,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT06402851,design_pilot_not_final_search
RET-A1-CTGOV-NCT03996629,REC-CTGOV-NCT03996629,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT03996629,design_pilot_not_final_search
RET-A1-CTGOV-NCT00800137,REC-CTGOV-NCT00800137,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT00800137,design_pilot_not_final_search
RET-A1-CTGOV-NCT00990158,REC-CTGOV-NCT00990158,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT00990158,design_pilot_not_final_search
RET-A1-CTGOV-NCT01556659,REC-CTGOV-NCT01556659,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT01556659,design_pilot_not_final_search
RET-A1-CTGOV-NCT03968393,REC-CTGOV-NCT03968393,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT03968393,design_pilot_not_final_search
RET-A1-CTGOV-NCT02567682,REC-CTGOV-NCT02567682,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT02567682,design_pilot_not_final_search
RET-A1-CTGOV-NCT02885545,REC-CTGOV-NCT02885545,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT02885545,design_pilot_not_final_search
RET-A1-CTGOV-NCT03178864,REC-CTGOV-NCT03178864,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT03178864,design_pilot_not_final_search
RET-A1-CTGOV-NCT04981041,REC-CTGOV-NCT04981041,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT04981041,design_pilot_not_final_search
RET-A1-CTGOV-NCT02933697,REC-CTGOV-NCT02933697,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT02933697,design_pilot_not_final_search
RET-A1-CTGOV-NCT00512928,REC-CTGOV-NCT00512928,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT00512928,design_pilot_not_final_search
RET-A1-CTGOV-NCT03363815,REC-CTGOV-NCT03363815,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT03363815,design_pilot_not_final_search
RET-A1-CTGOV-NCT02219984,REC-CTGOV-NCT02219984,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT02219984,design_pilot_not_final_search
RET-A1-CTGOV-NCT07011095,REC-CTGOV-NCT07011095,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT07011095,design_pilot_not_final_search
RET-A1-CTGOV-NCT02324686,REC-CTGOV-NCT02324686,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT02324686,design_pilot_not_final_search
RET-A1-CTGOV-NCT02610153,REC-CTGOV-NCT02610153,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT02610153,design_pilot_not_final_search
RET-A1-CTGOV-NCT02740335,REC-CTGOV-NCT02740335,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT02740335,design_pilot_not_final_search
RET-A1-CTGOV-NCT02640222,REC-CTGOV-NCT02640222,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT02640222,design_pilot_not_final_search
RET-A1-CTGOV-NCT02318342,REC-CTGOV-NCT02318342,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT02318342,design_pilot_not_final_search
RET-A1-CTGOV-NCT00911300,REC-CTGOV-NCT00911300,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT00911300,design_pilot_not_final_search
RET-A1-CTGOV-NCT02427516,REC-CTGOV-NCT02427516,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT02427516,design_pilot_not_final_search
RET-A1-CTGOV-NCT04045665,REC-CTGOV-NCT04045665,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT04045665,design_pilot_not_final_search
RET-A1-CTGOV-NCT05273775,REC-CTGOV-NCT05273775,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT05273775,design_pilot_not_final_search
RET-A1-CTGOV-NCT01036802,REC-CTGOV-NCT01036802,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT01036802,design_pilot_not_final_search
RET-A1-CTGOV-NCT02565836,REC-CTGOV-NCT02565836,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT02565836,design_pilot_not_final_search
RET-A1-CTGOV-NCT01520402,REC-CTGOV-NCT01520402,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT01520402,design_pilot_not_final_search
RET-A1-CTGOV-NCT04437654,REC-CTGOV-NCT04437654,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT04437654,design_pilot_not_final_search
RET-A1-CTGOV-NCT05022758,REC-CTGOV-NCT05022758,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT05022758,design_pilot_not_final_search
RET-A1-CTGOV-NCT04718740,REC-CTGOV-NCT04718740,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT04718740,design_pilot_not_final_search
RET-A1-CTGOV-NCT00966290,REC-CTGOV-NCT00966290,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT00966290,design_pilot_not_final_search
RET-A1-CTGOV-NCT03359876,REC-CTGOV-NCT03359876,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT03359876,design_pilot_not_final_search
RET-A1-CTGOV-NCT07185295,REC-CTGOV-NCT07185295,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT07185295,design_pilot_not_final_search
RET-A1-CTGOV-NCT00970619,REC-CTGOV-NCT00970619,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT00970619,design_pilot_not_final_search
RET-A1-CTGOV-NCT01400646,REC-CTGOV-NCT01400646,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT01400646,design_pilot_not_final_search
RET-A1-CTGOV-NCT00355290,REC-CTGOV-NCT00355290,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT00355290,design_pilot_not_final_search
RET-A1-CTGOV-NCT04002011,REC-CTGOV-NCT04002011,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT04002011,design_pilot_not_final_search
RET-A1-CTGOV-NCT07496281,REC-CTGOV-NCT07496281,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT07496281,design_pilot_not_final_search
RET-A1-CTGOV-NCT02256813,REC-CTGOV-NCT02256813,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT02256813,design_pilot_not_final_search
RET-A1-CTGOV-NCT03566303,REC-CTGOV-NCT03566303,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT03566303,design_pilot_not_final_search
RET-A1-CTGOV-NCT03129490,REC-CTGOV-NCT03129490,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT03129490,design_pilot_not_final_search
RET-A1-CTGOV-NCT02723981,REC-CTGOV-NCT02723981,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT02723981,design_pilot_not_final_search
RET-A1-CTGOV-NCT05609500,REC-CTGOV-NCT05609500,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT05609500,design_pilot_not_final_search
RET-A1-CTGOV-NCT02823093,REC-CTGOV-NCT02823093,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT02823093,design_pilot_not_final_search
RET-A1-CTGOV-NCT06823466,REC-CTGOV-NCT06823466,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT06823466,design_pilot_not_final_search
RET-A1-CTGOV-NCT04284839,REC-CTGOV-NCT04284839,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT04284839,design_pilot_not_final_search
RET-A1-CTGOV-NCT04505475,REC-CTGOV-NCT04505475,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT04505475,design_pilot_not_final_search
RET-A1-CTGOV-NCT03129555,REC-CTGOV-NCT03129555,A1,ctgov_a1_designpilot_20260710,ClinicalTrials.gov,NCT03129555,design_pilot_not_final_search
RET-A2-CTGOV-NCT01198275,REC-CTGOV-NCT01198275,A2,ctgov_a2_designpilot_20260710,ClinicalTrials.gov,NCT01198275,design_pilot_not_final_search
RET-A2-CTGOV-NCT03017001,REC-CTGOV-NCT03017001,A2,ctgov_a2_designpilot_20260710,ClinicalTrials.gov,NCT03017001,design_pilot_not_final_search
RET-A2-CTGOV-NCT00970489,REC-CTGOV-NCT00970489,A2,ctgov_a2_designpilot_20260710,ClinicalTrials.gov,NCT00970489,design_pilot_not_final_search
RET-A2-CTGOV-NCT00402363,REC-CTGOV-NCT00402363,A2,ctgov_a2_designpilot_20260710,ClinicalTrials.gov,NCT00402363,design_pilot_not_final_search
RET-A2-CTGOV-NCT00791089,REC-CTGOV-NCT00791089,A2,ctgov_a2_designpilot_20260710,ClinicalTrials.gov,NCT00791089,design_pilot_not_final_search
RET-A2-CTGOV-NCT00841451,REC-CTGOV-NCT00841451,A2,ctgov_a2_designpilot_20260710,ClinicalTrials.gov,NCT00841451,design_pilot_not_final_search
RET-A2-CTGOV-NCT05961865,REC-CTGOV-NCT05961865,A2,ctgov_a2_designpilot_20260710,ClinicalTrials.gov,NCT05961865,design_pilot_not_final_search
RET-A2-CTGOV-NCT00446966,REC-CTGOV-NCT00446966,A2,ctgov_a2_designpilot_20260710,ClinicalTrials.gov,NCT00446966,design_pilot_not_final_search
RET-A2-CTGOV-NCT06279793,REC-CTGOV-NCT06279793,A2,ctgov_a2_designpilot_20260710,ClinicalTrials.gov,NCT06279793,design_pilot_not_final_search
RET-A2-CTGOV-NCT01175330,REC-CTGOV-NCT01175330,A2,ctgov_a2_designpilot_20260710,ClinicalTrials.gov,NCT01175330,design_pilot_not_final_search
RET-A2-CTGOV-NCT03078738,REC-CTGOV-NCT03078738,A2,ctgov_a2_designpilot_20260710,ClinicalTrials.gov,NCT03078738,design_pilot_not_final_search
RET-A2-CTGOV-NCT00232245,REC-CTGOV-NCT00232245,A2,ctgov_a2_designpilot_20260710,ClinicalTrials.gov,NCT00232245,design_pilot_not_final_search
RET-A2-CTGOV-NCT01841944,REC-CTGOV-NCT01841944,A2,ctgov_a2_designpilot_20260710,ClinicalTrials.gov,NCT01841944,design_pilot_not_final_search
RET-A2-CTGOV-NCT00692718,REC-CTGOV-NCT00692718,A2,ctgov_a2_designpilot_20260710,ClinicalTrials.gov,NCT00692718,design_pilot_not_final_search
RET-A2-CTGOV-NCT01259284,REC-CTGOV-NCT01259284,A2,ctgov_a2_designpilot_20260710,ClinicalTrials.gov,NCT01259284,design_pilot_not_final_search
RET-A2-CTGOV-NCT01235130,REC-CTGOV-NCT01235130,A2,ctgov_a2_designpilot_20260710,ClinicalTrials.gov,NCT01235130,design_pilot_not_final_search
RET-A2-CTGOV-NCT00597220,REC-CTGOV-NCT00597220,A2,ctgov_a2_designpilot_20260710,ClinicalTrials.gov,NCT00597220,design_pilot_not_final_search
RET-A2-CTGOV-NCT00232232,REC-CTGOV-NCT00232232,A2,ctgov_a2_designpilot_20260710,ClinicalTrials.gov,NCT00232232,design_pilot_not_final_search
RET-A2-CTGOV-NCT00410020,REC-CTGOV-NCT00410020,A2,ctgov_a2_designpilot_20260710,ClinicalTrials.gov,NCT00410020,design_pilot_not_final_search
RET-A2-CTGOV-NCT02178410,REC-CTGOV-NCT02178410,A2,ctgov_a2_designpilot_20260710,ClinicalTrials.gov,NCT02178410,design_pilot_not_final_search
RET-A2-CTGOV-NCT00552084,REC-CTGOV-NCT00552084,A2,ctgov_a2_designpilot_20260710,ClinicalTrials.gov,NCT00552084,design_pilot_not_final_search
RET-A2-CTGOV-NCT00508248,REC-CTGOV-NCT00508248,A2,ctgov_a2_designpilot_20260710,ClinicalTrials.gov,NCT00508248,design_pilot_not_final_search
RET-A2-CTGOV-NCT00232219,REC-CTGOV-NCT00232219,A2,ctgov_a2_designpilot_20260710,ClinicalTrials.gov,NCT00232219,design_pilot_not_final_search
