record_id,pmid,pmcid,doi,is_live,release_date,pmc_article_url,locator_status,human_fulltext_verified,human_eligibility_decision,notes
REC-PUBMED-629756,629756,PMC1184198,10.1042/bj1690095,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1184198/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-659599,659599,PMC372660,10.1172/JCI109055,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC372660/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-719257,719257,PMC1668514,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1668514/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-766893,766893,PMC1638959,10.1136/bmj.1.6007.419,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1638959/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-786887,786887,PMC420923,10.1128/iai.14.2.590-592.1976,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC420923/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-832019,832019,PMC1604081,10.1136/bmj.1.6053.78,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1604081/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-859820,859820,PMC1542956,10.1177/003591577707000211,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1542956/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-869016,869016,PMC2032141,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC2032141/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-901699,901699,PMC1429084,10.1111/j.1365-2125.1977.tb00719.x,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1429084/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-911605,911605,PMC1429150,10.1111/j.1365-2125.1977.tb00786.x,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1429150/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-932189,932189,PMC436799,10.1172/JCI108410,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC436799/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-942237,942237,PMC1546023,10.1136/adc.51.6.445,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1546023/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-1079157,1079157,PMC1673136,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1673136/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-1105981,1105981,PMC1130411,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1130411/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-1203685,1203685,PMC1675879,10.1136/bmj.4.5996.580-a,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1675879/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-1310430,1310430,PMC1488383,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1488383/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-1469097,1469097,PMC443402,10.1172/JCI116137,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC443402/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-1599403,1599403,PMC1132692,10.1042/bj2840025,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1132692/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-1797316,1797316,PMC1908553,10.1111/j.1476-5381.1991.tb12463.x,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1908553/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-2099431,2099431,PMC2429705,10.1136/pgmj.66.780.855,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC2429705/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-2109995,2109995,PMC1998713,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1998713/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-2212016,2212016,PMC296864,10.1172/JCI114840,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC296864/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-2339131,2339131,PMC54017,10.1073/pnas.87.10.3929,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC54017/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-2386486,2386486,PMC1131599,10.1042/bj2690459,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1131599/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-2408804,2408804,PMC1577035,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1577035/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-2595760,2595760,PMC2963945,10.1097/00007890-198912000-00022,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC2963945/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-2628785,2628785,PMC7089207,10.1007/BF00965504,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7089207/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-2760211,2760211,PMC329712,10.1172/JCI114229,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC329712/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-2938614,2938614,PMC1400859,10.1111/j.1365-2125.1986.tb05190.x,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1400859/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-2939094,2939094,PMC2114203,10.1083/jcb.102.5.1971,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC2114203/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-2995451,2995451,PMC423957,10.1172/JCI112093,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC423957/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-3016032,3016032,PMC423599,10.1172/JCI112614,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC423599/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-3023446,3023446,PMC423912,10.1172/JCI112745,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC423912/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-3091059,3091059,PMC2013040,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC2013040/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-3098238,3098238,PMC1146900,10.1042/bj2360685,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1146900/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-3108332,3108332,PMC1141011,10.1136/jcp.40.5.500,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1141011/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-3183056,3183056,PMC442727,10.1172/JCI113770,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC442727/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-3207986,3207986,PMC1854203,10.1111/j.1476-5381.1988.tb11692.x,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1854203/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-3284913,3284913,PMC442576,10.1172/JCI113475,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC442576/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-3300580,3300580,PMC1493101,10.1097/00000658-198708000-00007,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1493101/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-3355538,3355538,PMC1148891,10.1042/bj2500557,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1148891/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-3421925,3421925,PMC1149225,10.1042/bj2520851,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1149225/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-3435692,3435692,PMC1386334,10.1111/j.1365-2125.1987.tb03221.x,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1386334/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-3487554,3487554,PMC329543,10.1172/JCI112544,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC329543/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-3489007,3489007,PMC423635,10.1172/JCI112619,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC423635/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-3499071,3499071,PMC1684308,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1684308/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-3499140,3499140,PMC1148107,10.1042/bj2450251,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1148107/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-3511097,3511097,PMC423361,10.1172/JCI112319,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC423361/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-3550078,3550078,PMC1290631,10.1177/014107688708000114,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1290631/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-3567019,3567019,PMC1401216,10.1111/j.1365-2125.1986.tb02966.x,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1401216/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-3593198,3593198,PMC1147572,10.1042/bj2410389,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1147572/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-3669092,3669092,PMC2625586,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC2625586/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-3818977,3818977,PMC1140836,10.1136/jcp.40.1.94,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1140836/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-3828268,3828268,PMC1041096,10.1136/bjo.71.2.86,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1041096/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-3839245,3839245,PMC425542,10.1172/JCI111900,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC425542/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-3839800,3839800,PMC423830,10.1172/JCI111988,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC423830/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-3840772,3840772,PMC261129,10.1128/iai.50.3.660-666.1985,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC261129/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-3857611,3857611,PMC397635,10.1073/pnas.82.9.2713,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC397635/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-3928683,3928683,PMC423880,10.1172/JCI112023,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC423880/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-3932474,3932474,PMC424231,10.1172/JCI112182,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC424231/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-3971246,3971246,PMC1345812,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1345812/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-3978316,3978316,PMC1987219,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1987219/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-4056038,4056038,PMC424103,10.1172/JCI112125,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC424103/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-4091996,4091996,PMC1400816,10.1111/j.1365-2125.1985.tb05123.x,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1400816/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-4155625,4155625,PMC1168020,10.1042/bj1400435,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1168020/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-4219283,4219283,PMC1168348,10.1042/bj1430029,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1168348/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-4338123,4338123,PMC292336,10.1172/JCI106990,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC292336/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-4345106,4345106,PMC2139337,10.1084/jem.136.6.1329,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC2139337/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-4365934,4365934,PMC1129480,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1129480/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-4367891,4367891,PMC301566,10.1172/JCI107774,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC301566/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-4425790,4425790,PMC1611643,10.1136/bmj.3.5932.647,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1611643/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-4438303,4438303,PMC1645999,10.1177/003591577406701130,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1645999/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-4528109,4528109,PMC388542,10.1073/pnas.71.7.2730,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC388542/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-4758783,4758783,PMC8559848,10.1186/BF03547428,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC8559848/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-4992630,4992630,PMC5076148,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC5076148/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-5061124,5061124,PMC1940407,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1940407/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-5090792,5090792,PMC1796318,10.1136/bmj.2.5764.774-c,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1796318/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-5129304,5129304,PMC292200,10.1172/JCI106751,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC292200/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-5312232,5312232,PMC476816,10.1136/jcp.23.6.487,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC476816/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-5360269,5360269,PMC2013624,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC2013624/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-5432374,5432374,PMC322618,10.1172/JCI106362,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC322618/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-5462586,5462586,PMC1695034,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1695034/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-5472172,5472172,PMC1179227,10.1042/bj1180044p,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1179227/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-5491877,5491877,PMC1647446,10.1136/adc.45.244.735,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1647446/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-5539162,5539162,PMC1795670,10.1136/bmj.1.5740.108-b,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1795670/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-5548933,5548933,PMC1812452,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1812452/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-5656279,5656279,PMC1991649,10.1136/bmj.2.5607.729,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1991649/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-5890639,5890639,PMC1936451,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1936451/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-5907767,5907767,PMC1916434,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1916434/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-5935358,5935358,PMC292746,10.1172/JCI105384,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC292746/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-6045489,6045489,PMC1502821,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1502821/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-6266257,6266257,PMC1903744,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1903744/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-6296868,6296868,PMC393339,10.1073/pnas.80.1.201,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC393339/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-6304144,6304144,PMC436974,10.1172/JCI110863,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC436974/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-6401203,6401203,PMC1352846,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1352846/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-6421377,6421377,PMC1444607,10.1136/bmj.288.6416.557,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1444607/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-6508409,6508409,PMC1250598,10.1097/00000658-198412000-00018,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1250598/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-6549016,6549016,PMC425405,10.1172/JCI111639,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC425405/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-6600600,6600600,PMC1353100,10.1097/00000658-198302000-00003,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1353100/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-6605687,6605687,PMC1916380,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1916380/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-6608532,6608532,PMC425136,10.1172/JCI111308,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC425136/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-6661354,6661354,PMC1428333,10.1111/j.1365-2125.1983.tb02241.x,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1428333/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-6688144,6688144,PMC1010739,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1010739/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-6688814,6688814,PMC370476,10.1172/JCI111147,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC370476/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-6826719,6826719,PMC436896,10.1172/JCI110793,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC436896/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-6874959,6874959,PMC1129226,10.1172/JCI111016,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1129226/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-6894103,6894103,PMC1705195,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1705195/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-6978758,6978758,PMC1320218,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1320218/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-6984192,6984192,PMC347422,10.1073/pnas.79.24.7734,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC347422/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-7085873,7085873,PMC370197,10.1172/JCI110564,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC370197/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-7150243,7150243,PMC1158578,10.1042/bj2060231,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1158578/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-7172105,7172105,PMC1320308,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1320308/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-7306037,7306037,PMC1162836,10.1042/bj1940983,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1162836/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-7419722,7419722,PMC371661,10.1172/JCI109924,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC371661/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-7425691,7425691,PMC1346985,10.1097/00000658-198010000-00003,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1346985/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-7426332,7426332,PMC2010479,10.1038/bjc.1980.206,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC2010479/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-7458447,7458447,PMC1344997,10.1097/00000658-198101000-00004,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1344997/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-7473848,7473848,PMC2607900,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC2607900/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-7615802,7615802,PMC185204,10.1172/JCI118038,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC185204/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
REC-PUBMED-7814611,7814611,PMC295397,10.1172/JCI117634,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC295397/,public_pmc_identifier_candidate,,,Identifier resolution only; not full-text review or inclusion.
